	GEOID	Tot	M_Tot	M_65and66	M_67to69	M_70to74	M_75to79	M_80to84	M_85plus	F_Tot	F_65and66	F_67to69	F_70to74	F_75to79	F_80to84	F_85plus	id	Geographic	ObjectID	M_elder	F_elder	M_F_elder	Shape_Leng	Shape_Area
0	60750604001	1596.0	676.0	38.0	26.0	30.0	19.0	9.0	52.0	920.0	25.0	38.0	71.0	48.0	119.0	75.0	1500000US060750604001	Block Group 1, Census Tract 604, San Francisco County, California	552	174.0	376.0	550	0.625040884682	3.77024417835e-05
1	60750354005	1085.0	519.0	30.0	15.0	0.0	82.0	52.0	14.0	566.0	16.0	0.0	68.0	59.0	14.0	61.0	1500000US060750354005	Block Group 5, Census Tract 354, San Francisco County, California	499	193.0	218.0	411	0.0526904862143	1.17316570597e-05
2	60750331003	722.0	389.0	0.0	23.0	8.0	21.0	38.0	23.0	333.0	14.0	28.0	9.0	15.0	0.0	8.0	1500000US060750331003	Block Group 3, Census Tract 331, San Francisco County, California	466	113.0	74.0	187	0.074778450216	1.55887423415e-05
3	60750353004	704.0	519.0	0.0	23.0	21.0	24.0	0.0	0.0	185.0	0.0	22.0	0.0	0.0	0.0	0.0	1500000US060750353004	Block Group 4, Census Tract 353, San Francisco County, California	492	68.0	22.0	90	0.0495042047492	1.13011458117e-05
4	60750354001	1259.0	600.0	0.0	36.0	14.0	0.0	0.0	41.0	659.0	62.0	0.0	14.0	28.0	0.0	31.0	1500000US060750354001	Block Group 1, Census Tract 354, San Francisco County, California	495	91.0	135.0	226	0.0675545106321	4.22346395353e-05
5	60750354004	1783.0	852.0	20.0	104.0	19.0	48.0	0.0	22.0	931.0	0.0	19.0	40.0	48.0	48.0	0.0	1500000US060750354004	Block Group 4, Census Tract 354, San Francisco County, California	498	213.0	155.0	368	0.0519518565246	1.69298275173e-05
6	60750354003	1261.0	625.0	1.0	0.0	0.0	16.0	12.0	0.0	636.0	0.0	0.0	27.0	0.0	0.0	17.0	1500000US060750354003	Block Group 3, Census Tract 354, San Francisco County, California	497	29.0	44.0	73	0.0634968225548	1.11530157417e-05
7	60750353005	1533.0	821.0	0.0	0.0	40.0	50.0	19.0	0.0	712.0	0.0	39.0	86.0	17.0	0.0	0.0	1500000US060750353005	Block Group 5, Census Tract 353, San Francisco County, California	493	109.0	142.0	251	0.049287247401	1.220833547e-05
8	60750353003	1279.0	565.0	20.0	97.0	25.0	33.0	7.0	22.0	714.0	43.0	53.0	6.0	69.0	0.0	56.0	1500000US060750353003	Block Group 3, Census Tract 353, San Francisco County, California	491	204.0	227.0	431	0.0740868287073	1.37331866224e-05
9	60750353002	1700.0	760.0	20.0	0.0	0.0	12.0	0.0	0.0	940.0	0.0	9.0	42.0	0.0	0.0	95.0	1500000US060750353002	Block Group 2, Census Tract 353, San Francisco County, California	490	32.0	146.0	178	0.0664970031065	1.54145878444e-05
10	60750353006	1159.0	455.0	0.0	0.0	40.0	0.0	21.0	30.0	704.0	0.0	26.0	44.0	23.0	49.0	42.0	1500000US060750353006	Block Group 6, Census Tract 353, San Francisco County, California	494	91.0	184.0	275	0.0600870781858	1.43495693571e-05
11	60750354002	1954.0	847.0	0.0	0.0	40.0	46.0	40.0	19.0	1107.0	0.0	66.0	54.0	63.0	0.0	85.0	1500000US060750354002	Block Group 2, Census Tract 354, San Francisco County, California	496	145.0	268.0	413	0.0520330451287	1.69528243319e-05
12	60750353001	1112.0	426.0	20.0	31.0	53.0	21.0	26.0	22.0	686.0	52.0	46.0	0.0	0.0	18.0	22.0	1500000US060750353001	Block Group 1, Census Tract 353, San Francisco County, California	489	173.0	138.0	311	0.0997550252	1.51899013811e-05
13	60750332043	1866.0	894.0	0.0	31.0	53.0	0.0	0.0	16.0	972.0	23.0	12.0	0.0	0.0	0.0	25.0	1500000US060750332043	Block Group 3, Census Tract 332.04, San Francisco County, California	473	100.0	60.0	160	0.042856094154	1.58857976942e-05
14	60750332042	1850.0	1049.0	15.0	0.0	19.0	22.0	28.0	22.0	801.0	8.0	58.0	29.0	9.0	22.0	36.0	1500000US060750332042	Block Group 2, Census Tract 332.04, San Francisco County, California	472	106.0	162.0	268	0.0269328202896	1.29976740555e-06
15	60750332032	1183.0	598.0	13.0	33.0	35.0	6.0	0.0	0.0	585.0	17.0	0.0	34.0	14.0	18.0	8.0	1500000US060750332032	Block Group 2, Census Tract 332.03, San Francisco County, California	470	87.0	91.0	178	0.0354033836531	1.70882846157e-05
16	60750332031	2773.0	1396.0	0.0	62.0	20.0	0.0	7.0	56.0	1377.0	48.0	46.0	24.0	6.0	16.0	9.0	1500000US060750332031	Block Group 1, Census Tract 332.03, San Francisco County, California	469	145.0	149.0	294	0.122748827207	2.34637400722e-05
17	60750332041	982.0	518.0	14.0	0.0	0.0	0.0	0.0	0.0	464.0	0.0	0.0	0.0	0.0	0.0	0.0	1500000US060750332041	Block Group 1, Census Tract 332.04, San Francisco County, California	471	14.0	0.0	14	0.0322630739624	1.12148453013e-05
18	60750309007	746.0	326.0	0.0	0.0	25.0	0.0	0.0	0.0	420.0	0.0	43.0	0.0	0.0	0.0	41.0	1500000US060750309007	Block Group 7, Census Tract 309, San Francisco County, California	406	25.0	84.0	109	0.0697710084108	1.96195690116e-05
19	60750313023	2868.0	1471.0	43.0	9.0	21.0	21.0	9.0	55.0	1397.0	29.0	8.0	88.0	80.0	0.0	0.0	1500000US060750313023	Block Group 3, Census Tract 313.02, San Francisco County, California	426	158.0	205.0	363	0.156389595412	2.53391651638e-05
20	60750262005	1680.0	786.0	13.0	58.0	33.0	8.0	34.0	29.0	894.0	0.0	70.0	12.0	22.0	39.0	63.0	1500000US060750262005	Block Group 5, Census Tract 262, San Francisco County, California	343	175.0	206.0	381	0.157962824378	1.18191139768e-05
21	60750262004	1523.0	830.0	34.0	3.0	36.0	17.0	21.0	0.0	693.0	0.0	37.0	78.0	19.0	20.0	7.0	1500000US060750262004	Block Group 4, Census Tract 262, San Francisco County, California	342	111.0	161.0	272	0.0769145317227	1.21100460546e-05
22	60750314003	1739.0	886.0	55.0	15.0	8.0	40.0	20.0	0.0	853.0	10.0	0.0	30.0	52.0	13.0	15.0	1500000US060750314003	Block Group 3, Census Tract 314, San Francisco County, California	429	138.0	120.0	258	0.0962891578086	1.31021170797e-05
23	60750262003	1698.0	739.0	6.0	35.0	0.0	6.0	35.0	0.0	959.0	85.0	35.0	107.0	19.0	11.0	30.0	1500000US060750262003	Block Group 3, Census Tract 262, San Francisco County, California	341	82.0	287.0	369	0.04642313565	9.21789893022e-06
24	60750262002	1069.0	410.0	19.0	42.0	26.0	10.0	18.0	12.0	659.0	0.0	8.0	43.0	9.0	65.0	30.0	1500000US060750262002	Block Group 2, Census Tract 262, San Francisco County, California	340	127.0	155.0	282	0.0553692006269	1.05620812052e-05
25	60750313022	1609.0	839.0	12.0	36.0	25.0	7.0	13.0	0.0	770.0	22.0	11.0	79.0	8.0	9.0	7.0	1500000US060750313022	Block Group 2, Census Tract 313.02, San Francisco County, California	425	93.0	136.0	229	0.0858777047634	1.53071705981e-05
26	60750313012	1692.0	689.0	62.0	36.0	10.0	57.0	11.0	30.0	1003.0	18.0	13.0	5.0	34.0	30.0	58.0	1500000US060750313012	Block Group 2, Census Tract 313.01, San Francisco County, California	422	206.0	158.0	364	0.0680654007387	1.63176097596e-05
27	60750313021	1632.0	810.0	48.0	69.0	36.0	30.0	12.0	12.0	822.0	7.0	18.0	36.0	31.0	26.0	50.0	1500000US060750313021	Block Group 1, Census Tract 313.02, San Francisco County, California	424	207.0	168.0	375	0.0772978958379	1.2731135307e-05
28	60750314005	1361.0	625.0	8.0	16.0	1.0	43.0	0.0	0.0	736.0	25.0	21.0	8.0	28.0	19.0	1.0	1500000US060750314005	Block Group 5, Census Tract 314, San Francisco County, California	431	68.0	102.0	170	0.0440845542733	1.28373889916e-05
29	60750309003	1854.0	992.0	0.0	0.0	34.0	47.0	0.0	41.0	862.0	42.0	0.0	12.0	0.0	62.0	18.0	1500000US060750309003	Block Group 3, Census Tract 309, San Francisco County, California	402	122.0	134.0	256	0.121428212514	2.85865364574e-05
30	60750313011	1070.0	535.0	0.0	16.0	18.0	27.0	9.0	25.0	535.0	41.0	5.0	33.0	49.0	6.0	16.0	1500000US060750313011	Block Group 1, Census Tract 313.01, San Francisco County, California	421	95.0	150.0	245	0.0492646252045	1.12418868571e-05
31	60750313013	1479.0	729.0	12.0	0.0	36.0	54.0	21.0	21.0	750.0	0.0	59.0	46.0	35.0	0.0	30.0	1500000US060750313013	Block Group 3, Census Tract 313.01, San Francisco County, California	423	144.0	170.0	314	0.0475770329002	1.3934396865e-05
32	60750312014	1153.0	509.0	0.0	0.0	11.0	70.0	21.0	14.0	644.0	10.0	18.0	20.0	91.0	10.0	0.0	1500000US060750312014	Block Group 4, Census Tract 312.01, San Francisco County, California	418	116.0	149.0	265	0.0409652792266	1.01514273377e-05
33	60750312013	869.0	443.0	34.0	24.0	36.0	0.0	0.0	16.0	426.0	0.0	47.0	2.0	0.0	14.0	29.0	1500000US060750312013	Block Group 3, Census Tract 312.01, San Francisco County, California	417	110.0	92.0	202	0.0552276405632	7.28713317582e-06
34	60750314004	1717.0	765.0	17.0	25.0	10.0	27.0	0.0	0.0	952.0	38.0	7.0	26.0	6.0	19.0	58.0	1500000US060750314004	Block Group 4, Census Tract 314, San Francisco County, California	430	79.0	154.0	233	0.077685057317	1.27982786562e-05
35	60750314001	726.0	384.0	0.0	3.0	7.0	10.0	9.0	0.0	342.0	11.0	0.0	9.0	0.0	9.0	0.0	1500000US060750314001	Block Group 1, Census Tract 314, San Francisco County, California	427	29.0	29.0	58	0.0385233131915	7.36066908429e-06
36	60750312021	1530.0	762.0	20.0	22.0	0.0	0.0	12.0	0.0	768.0	19.0	21.0	26.0	14.0	0.0	28.0	1500000US060750312021	Block Group 1, Census Tract 312.02, San Francisco County, California	419	54.0	108.0	162	0.053760124506	1.17536339592e-05
37	60750314002	1553.0	913.0	14.0	11.0	8.0	0.0	18.0	75.0	640.0	20.0	19.0	8.0	21.0	45.0	49.0	1500000US060750314002	Block Group 2, Census Tract 314, San Francisco County, California	428	126.0	162.0	288	0.0851423200295	1.49634475202e-05
38	60750262001	1933.0	1001.0	4.0	5.0	53.0	24.0	9.0	19.0	932.0	54.0	27.0	23.0	29.0	4.0	25.0	1500000US060750262001	Block Group 1, Census Tract 262, San Francisco County, California	339	114.0	162.0	276	0.0983782652834	1.50250003508e-05
39	60750312011	2942.0	1521.0	32.0	21.0	44.0	0.0	10.0	42.0	1421.0	25.0	10.0	73.0	0.0	61.0	33.0	1500000US060750312011	Block Group 1, Census Tract 312.01, San Francisco County, California	415	149.0	202.0	351	0.0794689313983	1.71820885618e-05
40	60750312012	1726.0	963.0	15.0	0.0	6.0	66.0	5.0	0.0	763.0	84.0	10.0	32.0	5.0	0.0	0.0	1500000US060750312012	Block Group 2, Census Tract 312.01, San Francisco County, California	416	92.0	131.0	223	0.0719168331901	1.04738606251e-05
41	60750312022	1864.0	997.0	10.0	23.0	49.0	0.0	11.0	0.0	867.0	26.0	13.0	42.0	7.0	38.0	33.0	1500000US060750312022	Block Group 2, Census Tract 312.02, San Francisco County, California	420	93.0	159.0	252	0.0624152170865	1.53348588144e-05
42	60750331004	1598.0	731.0	0.0	11.0	48.0	0.0	0.0	23.0	867.0	29.0	22.0	14.0	18.0	8.0	104.0	1500000US060750331004	Block Group 4, Census Tract 331, San Francisco County, California	467	82.0	195.0	277	0.130555454919	2.81506394062e-05
43	60750330004	1256.0	700.0	49.0	51.0	0.0	19.0	38.0	12.0	556.0	0.0	66.0	19.0	18.0	17.0	22.0	1500000US060750330004	Block Group 4, Census Tract 330, San Francisco County, California	461	169.0	142.0	311	0.0943163732029	2.0984716349e-05
44	60750332011	4551.0	1693.0	0.0	0.0	27.0	22.0	0.0	14.0	2858.0	6.0	10.0	11.0	0.0	13.0	18.0	1500000US060750332011	Block Group 1, Census Tract 332.01, San Francisco County, California	468	63.0	58.0	121	0.186972240022	2.34366385695e-05
45	60750331001	522.0	195.0	0.0	10.0	16.0	15.0	8.0	8.0	327.0	0.0	35.0	15.0	0.0	47.0	16.0	1500000US060750331001	Block Group 1, Census Tract 331, San Francisco County, California	464	57.0	113.0	170	0.0578944902288	1.44532962421e-05
46	60750331002	1053.0	484.0	22.0	42.0	19.0	0.0	40.0	18.0	569.0	17.0	26.0	49.0	16.0	57.0	9.0	1500000US060750331002	Block Group 2, Census Tract 331, San Francisco County, California	465	141.0	174.0	315	0.060441012556	1.62689282996e-05
47	60750309006	443.0	198.0	14.0	0.0	17.0	18.0	17.0	0.0	245.0	17.0	0.0	18.0	17.0	42.0	0.0	1500000US060750309006	Block Group 6, Census Tract 309, San Francisco County, California	405	66.0	94.0	160	0.0860305788136	1.91456786838e-05
48	60750330005	1637.0	927.0	18.0	44.0	114.0	0.0	0.0	0.0	710.0	31.0	17.0	107.0	17.0	39.0	33.0	1500000US060750330005	Block Group 5, Census Tract 330, San Francisco County, California	462	176.0	244.0	420	0.0955847415794	1.43770131205e-05
49	60750330006	1380.0	794.0	0.0	0.0	15.0	0.0	18.0	0.0	586.0	33.0	50.0	18.0	0.0	0.0	35.0	1500000US060750330006	Block Group 6, Census Tract 330, San Francisco County, California	463	33.0	136.0	169	0.0720631796051	1.52055693998e-05
50	60750329014	1452.0	694.0	7.0	0.0	38.0	29.0	23.0	43.0	758.0	42.0	19.0	52.0	74.0	7.0	47.0	1500000US060750329014	Block Group 4, Census Tract 329.01, San Francisco County, California	454	140.0	241.0	381	0.0881210062796	1.43943125379e-05
51	60750329013	1309.0	573.0	26.0	40.0	29.0	7.0	8.0	11.0	736.0	19.0	21.0	27.0	19.0	42.0	58.0	1500000US060750329013	Block Group 3, Census Tract 329.01, San Francisco County, California	453	121.0	186.0	307	0.0582622054195	1.56872981021e-05
52	60750329012	1525.0	735.0	25.0	18.0	77.0	40.0	24.0	0.0	790.0	5.0	76.0	63.0	12.0	7.0	0.0	1500000US060750329012	Block Group 2, Census Tract 329.01, San Francisco County, California	452	184.0	163.0	347	0.061782514141	1.56602669399e-05
53	60750330003	1773.0	901.0	47.0	0.0	128.0	18.0	17.0	0.0	872.0	0.0	37.0	51.0	17.0	0.0	38.0	1500000US060750330003	Block Group 3, Census Tract 330, San Francisco County, California	460	210.0	143.0	353	0.168086469456	2.3210186348e-05
54	60750330001	1163.0	626.0	46.0	33.0	31.0	0.0	17.0	0.0	537.0	48.0	14.0	0.0	17.0	0.0	78.0	1500000US060750330001	Block Group 1, Census Tract 330, San Francisco County, California	458	127.0	157.0	284	0.101932161679	1.50068320853e-05
55	60750330002	918.0	520.0	32.0	0.0	19.0	0.0	0.0	17.0	398.0	0.0	49.0	0.0	0.0	38.0	55.0	1500000US060750330002	Block Group 2, Census Tract 330, San Francisco County, California	459	68.0	142.0	210	0.0804318594591	1.41038012533e-05
56	60750308004	2271.0	1043.0	10.0	46.0	107.0	53.0	51.0	0.0	1228.0	17.0	21.0	127.0	11.0	0.0	73.0	1500000US060750308004	Block Group 4, Census Tract 308, San Francisco County, California	398	267.0	249.0	516	0.166637703134	2.41337180026e-05
57	60750308005	1776.0	851.0	18.0	59.0	89.0	20.0	36.0	0.0	925.0	12.0	93.0	53.0	45.0	0.0	55.0	1500000US060750308005	Block Group 5, Census Tract 308, San Francisco County, California	399	222.0	258.0	480	0.131347230554	2.14154425651e-05
58	60750328012	1583.0	711.0	15.0	12.0	15.0	0.0	54.0	8.0	872.0	12.0	16.0	0.0	32.0	22.0	28.0	1500000US060750328012	Block Group 2, Census Tract 328.01, San Francisco County, California	446	104.0	110.0	214	0.0986499424696	1.21926613189e-05
59	60750328013	1266.0	618.0	29.0	20.0	46.0	62.0	12.0	0.0	648.0	38.0	49.0	15.0	77.0	0.0	30.0	1500000US060750328013	Block Group 3, Census Tract 328.01, San Francisco County, California	447	169.0	209.0	378	0.0758597383606	1.57347070058e-05
60	60750328011	1552.0	741.0	12.0	47.0	29.0	13.0	26.0	68.0	811.0	21.0	26.0	24.0	39.0	31.0	91.0	1500000US060750328011	Block Group 1, Census Tract 328.01, San Francisco County, California	445	195.0	232.0	427	0.0735220259998	1.55208454026e-05
61	60750304004	920.0	454.0	21.0	60.0	42.0	9.0	0.0	0.0	466.0	0.0	53.0	9.0	14.0	0.0	11.0	1500000US060750304004	Block Group 4, Census Tract 304, San Francisco County, California	384	132.0	87.0	219	0.0405853796362	9.33783474422e-06
62	60750304005	819.0	324.0	11.0	29.0	0.0	0.0	0.0	0.0	495.0	19.0	20.0	0.0	11.0	0.0	11.0	1500000US060750304005	Block Group 5, Census Tract 304, San Francisco County, California	385	40.0	61.0	101	0.0502563388774	8.93954704592e-06
63	60750309004	876.0	387.0	0.0	18.0	19.0	38.0	42.0	0.0	489.0	18.0	0.0	35.0	25.0	67.0	34.0	1500000US060750309004	Block Group 4, Census Tract 309, San Francisco County, California	403	117.0	179.0	296	0.129880325608	2.55413342151e-05
64	60750309002	1786.0	785.0	13.0	19.0	16.0	67.0	0.0	41.0	1001.0	0.0	54.0	19.0	94.0	59.0	26.0	1500000US060750309002	Block Group 2, Census Tract 309, San Francisco County, California	401	156.0	252.0	408	0.096559649781	2.30310804163e-05
65	60750310003	1646.0	817.0	13.0	36.0	65.0	30.0	7.0	0.0	829.0	21.0	8.0	81.0	11.0	24.0	0.0	1500000US060750310003	Block Group 3, Census Tract 310, San Francisco County, California	409	151.0	145.0	296	0.0812177421089	1.87245854775e-05
66	60750308003	732.0	405.0	0.0	10.0	10.0	11.0	16.0	41.0	327.0	0.0	0.0	10.0	23.0	10.0	0.0	1500000US060750308003	Block Group 3, Census Tract 308, San Francisco County, California	397	88.0	43.0	131	0.119871069111	1.93406103708e-05
67	60750309005	541.0	270.0	27.0	48.0	17.0	0.0	0.0	0.0	271.0	21.0	10.0	36.0	0.0	0.0	0.0	1500000US060750309005	Block Group 5, Census Tract 309, San Francisco County, California	404	92.0	67.0	159	0.0936442536699	1.82039115289e-05
68	60750309001	857.0	399.0	0.0	0.0	18.0	0.0	53.0	19.0	458.0	12.0	0.0	35.0	66.0	0.0	0.0	1500000US060750309001	Block Group 1, Census Tract 309, San Francisco County, California	400	90.0	113.0	203	0.0993860828882	2.11892462919e-05
69	60750310002	1286.0	608.0	0.0	24.0	44.0	0.0	38.0	18.0	678.0	71.0	0.0	25.0	0.0	9.0	82.0	1500000US060750310002	Block Group 2, Census Tract 310, San Francisco County, California	408	124.0	187.0	311	0.112043360297	2.24327763643e-05
70	60750311003	860.0	417.0	0.0	0.0	17.0	41.0	0.0	0.0	443.0	44.0	19.0	35.0	18.0	0.0	0.0	1500000US060750311003	Block Group 3, Census Tract 311, San Francisco County, California	412	58.0	116.0	174	0.0894169128381	9.99174519962e-06
71	60750311004	1422.0	644.0	61.0	47.0	45.0	9.0	0.0	9.0	778.0	58.0	59.0	21.0	17.0	13.0	41.0	1500000US060750311004	Block Group 4, Census Tract 311, San Francisco County, California	413	171.0	209.0	380	0.0864789172284	1.42104763068e-05
72	60750307003	2021.0	1172.0	25.0	65.0	50.0	88.0	13.0	45.0	849.0	24.0	25.0	112.0	27.0	16.0	16.0	1500000US060750307003	Block Group 3, Census Tract 307, San Francisco County, California	394	286.0	220.0	506	0.138840620906	4.04350134154e-05
73	60750310001	872.0	450.0	15.0	30.0	40.0	28.0	0.0	9.0	422.0	30.0	22.0	39.0	0.0	9.0	0.0	1500000US060750310001	Block Group 1, Census Tract 310, San Francisco County, California	407	122.0	100.0	222	0.0636152323022	1.85921809835e-05
74	60750308001	974.0	447.0	12.0	19.0	0.0	25.0	10.0	0.0	527.0	21.0	8.0	25.0	11.0	0.0	0.0	1500000US060750308001	Block Group 1, Census Tract 308, San Francisco County, California	395	66.0	65.0	131	0.102091846044	1.48032027196e-05
75	60750308002	473.0	204.0	0.0	6.0	0.0	7.0	12.0	0.0	269.0	22.0	7.0	10.0	0.0	0.0	14.0	1500000US060750308002	Block Group 2, Census Tract 308, San Francisco County, California	396	25.0	53.0	78	0.0835078422301	1.82905754298e-05
76	60750304002	1190.0	523.0	9.0	42.0	0.0	30.0	10.0	20.0	667.0	9.0	49.0	31.0	34.0	19.0	0.0	1500000US060750304002	Block Group 2, Census Tract 304, San Francisco County, California	382	111.0	142.0	253	0.134055413571	1.95917505413e-05
77	60750304003	1689.0	863.0	11.0	12.0	50.0	19.0	10.0	23.0	826.0	0.0	28.0	54.0	31.0	37.0	8.0	1500000US060750304003	Block Group 3, Census Tract 304, San Francisco County, California	383	125.0	158.0	283	0.0974231236548	2.00188251146e-05
78	60750306003	837.0	390.0	0.0	12.0	10.0	6.0	3.0	18.0	447.0	11.0	9.0	11.0	12.0	14.0	36.0	1500000US060750306003	Block Group 3, Census Tract 306, San Francisco County, California	391	49.0	93.0	142	0.108877453048	1.55581980941e-05
79	60750304001	955.0	449.0	8.0	10.0	21.0	20.0	30.0	10.0	506.0	9.0	9.0	19.0	11.0	57.0	31.0	1500000US060750304001	Block Group 1, Census Tract 304, San Francisco County, California	381	99.0	136.0	235	0.119342646164	2.26191294808e-05
80	60750306002	764.0	339.0	6.0	10.0	17.0	25.0	11.0	13.0	425.0	0.0	0.0	38.0	6.0	14.0	0.0	1500000US060750306002	Block Group 2, Census Tract 306, San Francisco County, California	390	82.0	58.0	140	0.0802914649495	1.38335474242e-05
81	60750307001	3084.0	1595.0	31.0	13.0	91.0	59.0	27.0	42.0	1489.0	25.0	84.0	103.0	71.0	35.0	48.0	1500000US060750307001	Block Group 1, Census Tract 307, San Francisco County, California	392	263.0	366.0	629	0.251495303255	4.37099070323e-05
82	60750306001	894.0	503.0	6.0	24.0	15.0	17.0	0.0	0.0	391.0	22.0	36.0	5.0	11.0	9.0	6.0	1500000US060750306001	Block Group 1, Census Tract 306, San Francisco County, California	389	62.0	89.0	151	0.067865811384	1.36184061012e-05
83	60750263031	2760.0	1093.0	18.0	14.0	42.0	17.0	0.0	5.0	1667.0	101.0	57.0	76.0	67.0	0.0	55.0	1500000US060750263031	Block Group 1, Census Tract 263.03, San Francisco County, California	350	96.0	356.0	452	0.114096976166	1.67130786035e-05
84	60750263013	924.0	504.0	46.0	9.0	20.0	0.0	16.0	0.0	420.0	17.0	26.0	16.0	14.0	28.0	18.0	1500000US060750263013	Block Group 3, Census Tract 263.01, San Francisco County, California	346	91.0	119.0	210	0.0374120112595	8.07478634307e-06
85	60750263032	2062.0	1292.0	8.0	87.0	11.0	49.0	11.0	55.0	770.0	32.0	9.0	58.0	43.0	22.0	14.0	1500000US060750263032	Block Group 2, Census Tract 263.03, San Francisco County, California	351	221.0	178.0	399	0.0690163757647	1.99758905258e-05
86	60750263022	1542.0	843.0	37.0	0.0	28.0	20.0	45.0	23.0	699.0	13.0	0.0	33.0	46.0	61.0	6.0	1500000US060750263022	Block Group 2, Census Tract 263.02, San Francisco County, California	348	153.0	159.0	312	0.0440018795926	1.31115090101e-05
87	60750263021	1272.0	648.0	0.0	0.0	19.0	0.0	22.0	6.0	624.0	19.0	37.0	0.0	0.0	0.0	19.0	1500000US060750263021	Block Group 1, Census Tract 263.02, San Francisco County, California	347	47.0	75.0	122	0.0431320636796	1.00792012502e-05
88	60750263023	2441.0	1256.0	9.0	16.0	15.0	56.0	34.0	17.0	1185.0	9.0	44.0	112.0	20.0	23.0	32.0	1500000US060750263023	Block Group 3, Census Tract 263.02, San Francisco County, California	349	147.0	240.0	387	0.0759493666569	2.6776421479e-05
89	60750261002	2504.0	1318.0	10.0	11.0	70.0	0.0	0.0	0.0	1186.0	40.0	61.0	25.0	21.0	15.0	52.0	1500000US060750261002	Block Group 2, Census Tract 261, San Francisco County, California	336	91.0	214.0	305	0.0983794189307	1.77325904758e-05
